"","Corpus","Author","Year","Case"
"1940","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Nevada v Hicks.txt"
"1941","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","New York v Class.txt"
"1942","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","New York v Ferber.txt"
"1943","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","New York v Quarles.txt"
"1944","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","New York v US.txt"
"1945","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Newton v Rumery.txt"
"1946","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","NLRB v City Disposal Systems, Inc..txt"
"1947","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Norfolk S. Ry. v Shanklin.txt"
"1948","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","Norfolk Souther Ry. v James N. Kirby, Pty Ltd..txt"
"1949","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","North Carolina DOT v Crest Street Community Council, Inc..txt"
"1950","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","North Dakota v US.txt"
"1951","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Northeast Bancorp v Bd. of Governors of Fed. Reserve Sys..txt"
"1952","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Northeastern Fla. Chapter of Associated Gen. Contractors of Am. v City of Jacksonville.txt"
"1953","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Northwest Airlines, Inc. v Duncan.txt"
"1954","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","O'Connell v Kirchner.txt"
"1955","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","O'Connor v Ortega.txt"
"1956","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1999","O'Sullivan v Boerckel.txt"
"1957","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Offshore Logistics v Tallentire.txt"
"1958","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1998","Ohio Adult Parole Auth. v Woodard.txt"
"1959","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Ohio v Kovacs.txt"
"1960","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Oklahoma Tax Comm'n v Sac & Fox Nation.txt"
"1961","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Old Chief v US.txt"
"1962","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Oregon v Elstad.txt"
"1963","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","P.R. v Branstad.txt"
"1964","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Pac. Mut. Life Ins. Co. v Haslip.txt"
"1965","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Palazzolo v Rhode Island.txt"
"1966","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Park 'n Fly v Dollar Park & Fly.txt"
"1967","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Parke v Raley.txt"
"1968","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Parker v Dugger.txt"
"1969","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Patsy v Bd. of Regents.txt"
"1970","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Paulsen v Comm'r.txt"
"1971","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Payne v Tennessee.txt"
"1972","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Peel v Atty. Registration & Disciplinary Comm'n.txt"
"1973","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1999","Peguero v US.txt"
"1974","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Pembaur v City of Cincinnati.txt"
"1975","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Pennsylvania v Del. Valley Citizens' Council for Clean Air.txt"
"1976","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Pennsylvania v Union Gas Co..txt"
"1977","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Penry v Johnson.txt"
"1978","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Penry v Lynaugh.txt"
"1979","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Pensinger v California.txt"
"1980","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Penson v Ohio.txt"
"1981","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Perry v Thomas.txt"
"1982","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2003","Pharm. Research & Mfrs. of Am. v Walsh.txt"
"1983","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Phila. Newspapers v Hepps.txt"
"1984","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Philko Aviation v Shacket.txt"
"1985","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Phillips Petroleum Co. v Mississippi.txt"
"1986","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Pilot Life Ins. Co. v Dedeaux.txt"
"1987","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Pioneer Inv. Servs. v Brunswick Assocs. Ltd. P'ship.txt"
"1988","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1973","Planned Parenthood Ass'n v Ashcroft.txt"
"1989","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","Pliler v Ford.txt"
"1990","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Port Auth. Trans-Hudson Corp. v Feeney.txt"
"1991","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Preseault v ICC.txt"
"1992","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Price Waterhouse v Hopkins.txt"
"1993","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Printz v US.txt"
"1994","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Public Lands Council v Babbitt.txt"
"1995","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Pud No. 1 v Wash. Dep't of Ecology.txt"
"1996","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1996","Quackenbush v Allstate Ins..txt"
"1997","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Ragsdale v Wolverine World Wide, Inc..txt"
"1998","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Randall v Loftsgaarden.txt"
"1999","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Randass v Angelone.txt"
"2000","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Raygor v Regents of the Univ. of Minn..txt"
"2001","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Reeves v Sanderson Plumbing Prods..txt"
"2002","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Regents of Univ. of Cal. v Public Employment Relations Bd..txt"
"2003","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Reich v Collins.txt"
"2004","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Reno v ACLU.txt"
"2005","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Reno v Bossier Parish Sch. Bd..txt"
"2006","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Reno v Catholic Soc. Servs..txt"
"2007","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Reno v Flores.txt"
"2008","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Republican Party v White.txt"
"2009","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Rhines v Weber.txt"
"2010","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Rice v Rehner.txt"
"2011","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Richardson-Merrell, Inc. v Koller.txt"
"2012","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Richmond v J.A. Croson Co..txt"
"2013","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Richmond v Lewis.txt"
"2014","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Riggins v Nevada.txt"
"2015","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Ring v Arizona.txt"
"2016","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Rivera v Minnich.txt"
"2017","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Roberts v United States Jaycees.txt"
"2018","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Roe v Flores-Ortega.txt"
"2019","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Rogers v Tennessee.txt"
"2020","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1998","Rogers v US.txt"
"2021","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","Romano v Okla..txt"
"2022","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Rompilla v Beard.txt"
"2023","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Roper v Simmons.txt"
"2024","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Rose v Lundy.txt"
"2025","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Rose v Rose.txt"
"2026","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Rosenberge v Rector & Visitors of the Univ. of Va..txt"
"2027","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Ruckelshaus v Monsanto Co..txt"
"2028","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Rufo v Inmates of Suffolk County Jail.txt"
"2029","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Rust v Sullivan.txt"
"2030","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1999","S. Cent. Bell Tel. Co. v Ala..txt"
"2031","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","S. Fla. Water Mgmt. Dist. v Miccosukee Tribe of Indians.txt"
"2032","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","San Francisco Arts & Ath., Inc. v United States Olympic Comm..txt"
"2033","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Saratoga Fishing Co. v J. M. Martinac & Co..txt"
"2034","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2003","Sattazahn v Pennsylvania.txt"
"2035","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Satterwhite v Texas.txt"
"2036","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Schaefer v NLRB.txt"
"2037","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Schaffer v Weast.txt"
"2038","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Schlup v Delo.txt"
"2039","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","School Dist. v Ball.txt"
"2040","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Schrio v Farley.txt"
"2041","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Schweiker v Chilicky.txt"
"2042","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","SEC v Edwards.txt"
"2043","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Sec'y of Interior v California.txt"
"2044","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Securities Industry Ass'n v Board of Governors of Federal Reserve System.txt"
"2045","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Seling v Young.txt"
"2046","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Shalala v Guernsey Mem'l Hosp..txt"
"2047","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Shalala v Whitecotton.txt"
"2048","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Shapero v Kentucky Bar Ass'n.txt"
"2049","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Shaw v Reno.txt"
"2050","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Shearson American Express v McMahon.txt"
"2051","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Shepard v NLRB.txt"
"2052","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Shepard v US.txt"
"2053","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Sheridan v US.txt"
"2054","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Simmons v South Carolina.txt"
"2055","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Simon & Schuster, Inc. v Members of the N.Y. State Crime Victims Bd..txt"
"2056","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Simopoulos v Virginia.txt"
"2057","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Sims v Apfel.txt"
"2058","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Skinner v Mid-America Pipeline Co..txt"
"2059","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Smith v Barry.txt"
"2060","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Smith v City of Jackson.txt"
"2061","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Smith v Murray.txt"
"2062","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Smith v Phillips.txt"
"2063","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Smith v US.txt"
"2064","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Smith v Wade.txt"
"2065","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Sochor v Florida.txt"
"2066","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","South Carolina v Baker.txt"
"2067","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","South Carolina v Gathers.txt"
"2068","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","South Carolina v Regan.txt"
"2069","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","South Dakota v Dole.txt"
"2070","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","South Dakota v Neville.txt"
"2071","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1998","South Dakota v Yankton Sioux Tribe.txt"
"2072","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Southland Corp. v Keating.txt"
"2073","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Springfield v Kibbe.txt"
"2074","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","St. Louis v Praprotnik.txt"
"2075","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Stanford v Kentucky.txt"
"2076","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","State Oil Co. v Khan.txt"
"2077","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1998","Steel Co. v Citizens for a Better Env't.txt"
"2078","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Stenberg v Carhart.txt"
"2079","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Stewart v Abend.txt"
"2080","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Strickland v Washington.txt"
"2081","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Sullivan v Hudson.txt"
"2082","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Sun Oil Co. v Wortman.txt"
"2083","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Superintendent, Massachusetts Correctional Institution v Hill.txt"
"2084","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Sure-Tan, Inc. v NRLB.txt"
"2085","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1999","Sutton v United Air Lines.txt"
"2086","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1998","Swidler & Berlin v US.txt"
"2087","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Tafflin v Levitt.txt"
"2088","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Tanner v US.txt"
"2089","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Taylor v Alabama.txt"
"2090","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Teague v Lane.txt"
"2091","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","Tennard v Dretke.txt"
"2092","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Tennessee v Garner.txt"
"2093","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Tex. State Teachers Ass'n v Garland Indep. Sch. Dist..txt"
"2094","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Thomas v Union Carbide Agric. Prods. Co..txt"
"2095","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Thompson v Okla..txt"
"2096","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Thompson v Thompson.txt"
"2097","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Thompson v W. States Med. Ctr..txt"
"2098","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Thornburg v Gingles.txt"
"2099","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Thornburgh v American College of Obstetricians & Gynecologists.txt"
"2100","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Three Affiliated Tribes of Ft. Berthold Reservation v Wold Engineering, P.C..txt"
"2101","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Tibbs v Florida.txt"
"2102","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Ticor Title Ins. Co. v Brown.txt"
"2103","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Tison v Arizona.txt"
"2104","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Toll v Moreno.txt"
"2105","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","Touby v US.txt"
"2106","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","Tower v Glover.txt"
"2107","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Toyota Motor Mfg., Ky. v Williams.txt"
"2108","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Trans World Airlines, Inc. v Independent Federation of Flight Attendants.txt"
"2109","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Troxel v Granville.txt"
"2110","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Tuan Anh Nguyen v INS.txt"
"2111","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Tulsa Professional Collection Services, Inc. v Pope.txt"
"2112","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Turner Board. Sys. v FCC.txt"
"2113","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Turner Broad. Sys. v FCC.txt"
"2114","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Turner v Safley.txt"
"2115","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","TWA v Franklin Mint Corp..txt"
"2116","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Txo Prod. Corp. v Alliance Res. Corp..txt"
"2117","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1981","Tyler Pipe Indus. v Washington State Dep't of Revenue.txt"
"2118","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","Tyler v Cain.txt"
"2119","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2014","United States DOJ v Landano.txt"
"2120","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2001","United States Postal Serv. v Gregory.txt"
"2121","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","US Airways, Inc. v Barnett.txt"
"2122","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","US v 50 Acres of Land.txt"
"2123","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","US v Alaska.txt"
"2124","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","US v Albertini.txt"
"2125","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","US v Burke.txt"
"2126","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","US v California.txt"
"2127","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2018","US v Carlton.txt"
"2128","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","US v Clark.txt"
"2129","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","US v Craft.txt"
"2130","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","US v Doe.txt"
"2131","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","US v Eight Thousand Eight Hundred & Fifty Dollars ($8,850) in United States Currency.txt"
"2132","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","US v Fordice.txt"
"2133","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","US v Frady.txt"
"2134","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","US v General Dynamics Corp..txt"
"2135","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","US v Gonzales.txt"
"2136","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","US v Hays.txt"
"2137","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","US v Hensley.txt"
"2138","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","US v James Daniel Good Real Prop..txt"
"2139","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","US v Johns.txt"
"2140","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1984","US v Karo.txt"
"2141","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","US v Kokinda.txt"
"2142","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","US v Kozminski.txt"
"2143","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","US v Locke.txt"
"2144","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","US v Mechanik.txt"
"2145","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","US v Nat'l Treasury Emples. Union.txt"
"2146","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","US v Ojeda Rios.txt"
"2147","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","US v Olano.txt"
"2148","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","US v Paradise.txt"
"2149","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","US v Place.txt"
"2150","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1991","US v R. Enterprises, Inc..txt"
"2151","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","US v R.L.C..txt"
"2152","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","US v Ron Pair Enters..txt"
"2153","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","US v Shabani.txt"
"2154","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","US v Stanley.txt"
"2155","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","US v Valenzuela-Bernal.txt"
"2156","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Utah Div. of State Lands v US.txt"
"2157","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Utah v Evans.txt"
"2158","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Vacco v Quill.txt"
"2159","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Van Orden v Perry.txt"
"2160","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Vasquez v Hillery.txt"
"2161","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Vernonia Sch. Dist. 47J v Acton.txt"
"2162","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Victor v Nebraska.txt"
"2163","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Vimar Seguros Y Reaseguros v M V Sky Reefer.txt"
"2164","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2003","Virginia v Black.txt"
"2165","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Voinovich v Quilter.txt"
"2166","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1983","Volkswagenwerk A. G. v Falzon.txt"
"2167","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Volkswagenwerk Aktiengesellschaft v Schlunk.txt"
"2168","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Wallace v Jaffree.txt"
"2169","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Walters v Nat'l Ass'n of Radiation Survivors.txt"
"2170","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1997","Washington v Glucksberg.txt"
"2171","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Waters v Churchill.txt"
"2172","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Watson v Ft. Worth Bank & Trust.txt"
"2173","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1981","Watt v Energy Action Educational Foundation.txt"
"2174","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1988","Webster v Doe.txt"
"2175","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1989","Webster v Repod. Health Servs..txt"
"2176","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Western Air Lines v Board of Equalization.txt"
"2177","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Western Airlines, Inc. v International Brotherhood of Teamsters.txt"
"2178","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2005","Whitfield v US.txt"
"2179","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Whitley v Albers.txt"
"2180","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2003","Wiggins v Smith.txt"
"2181","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2000","Williams v Taylor.txt"
"2182","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Williams v US.txt"
"2183","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Williamson v US.txt"
"2184","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1994","Wills v Texas.txt"
"2185","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Wilson v Garcia.txt"
"2186","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Wilton v Seven Falls Co..txt"
"2187","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Wimberly v Labor & Indus. Relations Com.txt"
"2188","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Wisconsin Dep't of Revenue v William Wrigley, Jr., Co..txt"
"2189","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Withrow v Williams.txt"
"2190","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1995","Witte v US.txt"
"2191","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Witters v Washington Dep't of Services for Blind.txt"
"2192","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2003","Woodford v Garceau.txt"
"2193","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1987","Wright v Roanoke Redevelopment & Housing Authority.txt"
"2194","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Wright v West.txt"
"2195","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Wyatt v Cole.txt"
"2196","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Wygant v Jackson Bd. of Education.txt"
"2197","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2004","Yarborough v Alvarado.txt"
"2198","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1992","Yee v City of Escondido.txt"
"2199","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Yellow Transp., Inc. v Michigan.txt"
"2200","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1986","Young v Community Nutrition Institute.txt"
"2201","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1993","Zafiro v US.txt"
"2202","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1985","Zauderer v Office of Disciplinary Counsel of Supreme Court.txt"
"2203","SupremeCourtCorpusFinalEncoded","OConnorCleaned","2002","Zelman v Simmons-Harris.txt"
"2204","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1990","Zinermon v Burch.txt"
"2205","SupremeCourtCorpusFinalEncoded","OConnorCleaned","1982","Zobel v Williams.txt"
