"","Corpus","Author","Year","Case"
"5515","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","New York v Belton.txt"
"5516","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"New York v Federal Energy Regulatory Commission.txt"
"5517","SupremeCourtCorpusFinalEncoded","StevensCleaned","1982","New York v Ferber.txt"
"5518","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","New York v Uplinger.txt"
"5519","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"New York v US.txt"
"5520","SupremeCourtCorpusFinalEncoded","StevensCleaned","1983","Newport News Shipbuilding & Dry Dock Co. v EEOC.txt"
"5521","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Newport v Iacobucci.txt"
"5522","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Newton v Rumery.txt"
"5523","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nicolaisen v Toei Shipping Company.txt"
"5524","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nike v Kasky.txt"
"5525","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Nix v Whiteside.txt"
"5526","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Nix v Williams.txt"
"5527","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nixon v Adm'r of General Servs..txt"
"5528","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nixon v Missouri Municipal League.txt"
"5529","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nixon v Shrink Missouri Government PAC.txt"
"5530","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nixon v US.txt"
"5531","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Nixon v Warner Communications.txt"
"5532","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","NLRB v Action Automotive.txt"
"5533","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","NLRB v Amax Coal Co., Div. of Amax.txt"
"5534","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","NLRB v Retail Store Employees Union.txt"
"5535","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","NLRB v Robbins Tire & Rubber Co..txt"
"5536","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nobelman v American Savings Bank.txt"
"5537","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Nollan v Cal. Coastal Com.txt"
"5538","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nollsch v Wyoming.txt"
"5539","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Nordlinger v Hahn.txt"
"5540","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","Norfolk & W. Ry. Co. v Liepelt.txt"
"5541","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Norfolk & Western Railway Company v American Train Dispatchers Association.txt"
"5542","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"North Dakota v US.txt"
"5543","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Northbrook National Insurance Co. v Brewer.txt"
"5544","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","Northwest Airlines v Transp. Workers Union.txt"
"5545","SupremeCourtCorpusFinalEncoded","StevensCleaned","1976","Norton v Mathews.txt"
"5546","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","Novack Inv. Co. v Setser.txt"
"5547","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"NRG Power Marketing v. Maine Public Utilities.txt"
"5548","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","O'Bannon v Town Court Nursing Center.txt"
"5549","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","O'Connor v Board of Education.txt"
"5550","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"O'Connor v Chicago Transit Authority.txt"
"5551","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"O'Dell v Netherland.txt"
"5552","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"O'Melveny & Myers v FDIC.txt"
"5553","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"O'Sullivan v Boerckel.txt"
"5554","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Office of Personnel Management v Richmond.txt"
"5555","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ohio Adult Parole Authority v Woodard.txt"
"5556","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Ohio Civil Rights Comm'n v Dayton Christian Sch., Inc..txt"
"5557","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ohio v Akron Center for Reproductive Health.txt"
"5558","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Ohio v Johnson.txt"
"5559","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ohio v Robinette.txt"
"5560","SupremeCourtCorpusFinalEncoded","StevensCleaned","1976","Oil, Chemical & Atomic Workers v Mobil Oil Corp..txt"
"5561","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Oklahoma City v Tuttle.txt"
"5562","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Oklahoma Tax Commission v Citizen Band Potawatomi Indian Tribe.txt"
"5563","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Olmstead v L. C. by Zimring.txt"
"5564","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ontario v. Quon.txt"
"5565","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Or. Dep't of FIsh & Wildlife v Klamath Indian Tribe.txt"
"5566","SupremeCourtCorpusFinalEncoded","StevensCleaned","1977","Oregon State Penitentiary v Hammer.txt"
"5567","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Oregon v Elstad.txt"
"5568","SupremeCourtCorpusFinalEncoded","StevensCleaned","1982","Oregon v Kennedy.txt"
"5569","SupremeCourtCorpusFinalEncoded","StevensCleaned","1977","Oregon v Mathiason.txt"
"5570","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"original.txt"
"5571","SupremeCourtCorpusFinalEncoded","StevensCleaned","1979","Orr v Orr.txt"
"5572","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ortega-Rodriguez v US.txt"
"5573","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Orynicz v Veterans Administration.txt"
"5574","SupremeCourtCorpusFinalEncoded","StevensCleaned","1979","Oscar Mayer & Co. v Evans.txt"
"5575","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Osei-Afriyie v Medical College of Pennsylvania.txt"
"5576","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Overton v Bazzetta.txt"
"5577","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Owen v Owen.txt"
"5578","SupremeCourtCorpusFinalEncoded","StevensCleaned","1990","Pa. v Finley.txt"
"5579","SupremeCourtCorpusFinalEncoded","StevensCleaned","1977","Pa. v Mimms.txt"
"5580","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Pa. v Ritchie.txt"
"5581","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pace v DiGuglielmo.txt"
"5582","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Pacific Gas & Electric Co. v Public Utilities Com..txt"
"5583","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Padilla v. Kentucky.txt"
"5584","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Palazzolo v Rhode Island.txt"
"5585","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Parents Involved in Community Schools v. Seattle School District.txt"
"5586","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Park 'n Fly v Dollar Park & Fly.txt"
"5587","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Parker v Flook.txt"
"5588","SupremeCourtCorpusFinalEncoded","StevensCleaned","1979","Parker v Randolph.txt"
"5589","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Pattern Makers' League v NLRB.txt"
"5590","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Patterson v Illinois.txt"
"5591","SupremeCourtCorpusFinalEncoded","StevensCleaned","1988","Patterson v McLean Credit Union (2).txt"
"5592","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Patterson v McLean Credit Union.txt"
"5593","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Patterson v Texas.txt"
"5594","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Patton v Yount.txt"
"5595","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Payne v Tennessee (2).txt"
"5596","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Payne v Tennessee.txt"
"5597","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","Payton v New York.txt"
"5598","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Peel v Attorney Registration and Disciplinary Commission of Illinois.txt"
"5599","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Pembaur v City of Cincinnati.txt"
"5600","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Pennhurst State Sch. & Hosp. v Halderman.txt"
"5601","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pennsylvania Board of Probation & Parole v Scott.txt"
"5602","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Pennsylvania Bureau of Correction v United States Marshals Service.txt"
"5603","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pennsylvania v Bruder.txt"
"5604","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Pennsylvania v Goldhammer.txt"
"5605","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pennsylvania v Labron.txt"
"5606","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pennsylvania v Union Gas Company.txt"
"5607","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Pennzoil Co. v Texaco.txt"
"5608","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Penry v Lynaugh.txt"
"5609","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pension Benefit Guaranty Corporation v LTV Corporation.txt"
"5610","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Penson v Ohio.txt"
"5611","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Peretz v US.txt"
"5612","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Permanent Mission of India v New York.txt"
"5613","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Perpich v Department of Defense.txt"
"5614","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Perry v Leeke.txt"
"5615","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Perry v Thomas.txt"
"5616","SupremeCourtCorpusFinalEncoded","StevensCleaned","1979","Pers. Adm'r of Mass. v Feeney.txt"
"5617","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pfaff v Wells Electrics.txt"
"5618","SupremeCourtCorpusFinalEncoded","StevensCleaned","2001","PGA Tour v Martin.txt"
"5619","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pharmaceutical Research and Manufacturers of America v Walsh.txt"
"5620","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Phila. Newspapers v Hepps.txt"
"5621","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Philip Morris v. Williams.txt"
"5622","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Phillips Petroleum C. v Shutts.txt"
"5623","SupremeCourtCorpusFinalEncoded","StevensCleaned","1983","Pillsbury Co. v Conboy.txt"
"5624","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Pinkus v US.txt"
"5625","SupremeCourtCorpusFinalEncoded","StevensCleaned","1988","Pinter v Dahl.txt"
"5626","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","Piper Aircraft Co. v Reyno.txt"
"5627","SupremeCourtCorpusFinalEncoded","StevensCleaned","1977","Piper v Chris-Craft Indus..txt"
"5628","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pittsburgh & Lake Erie Railroad Co. v Railway Labor Executives' Association.txt"
"5629","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pittston Coal Group v Sebben.txt"
"5630","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Planned Parenthood v Casey.txt"
"5631","SupremeCourtCorpusFinalEncoded","StevensCleaned","1976","Planned Parenthood v Danforth.txt"
"5632","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pleasant Grove City v. Summum.txt"
"5633","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pletten v Newman.txt"
"5634","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pliler v Ford.txt"
"5635","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Polar Tankers v. City of Valdez.txt"
"5636","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Ponte v Real.txt"
"5637","SupremeCourtCorpusFinalEncoded","StevensCleaned","1987","Pope v Illinois.txt"
"5638","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Portuondo v Agard.txt"
"5639","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Posadas de Puerto Rico Assocs. v Tourism Co..txt"
"5640","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","Potomac Elec. Power Co. v Dir..txt"
"5641","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pounders v Watson.txt"
"5642","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Prato v Vallas.txt"
"5643","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Presley v Etowah County Commission.txt"
"5644","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Press-Enterprise Co. v Superior Court of California.txt"
"5645","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Press-Enterprise Co. v Superior Court.txt"
"5646","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Printz v US.txt"
"5647","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Procunier v Navarette.txt"
"5648","SupremeCourtCorpusFinalEncoded","StevensCleaned","1983","Professional Positioners, Inc. v T.P. Laboratories, Inc..txt"
"5649","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Professional Real State Investors v Columbia Pictures.txt"
"5650","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Prunty v Brooks.txt"
"5651","SupremeCourtCorpusFinalEncoded","StevensCleaned","1983","Public Serv. Com v Mid-Louisiana Gas Co..txt"
"5652","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Pud No. 1 v Washington Department of Ecology.txt"
"5653","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Puerto Rico Aqueduct & Sewer Authority v Metcalf & Eddy.txt"
"5654","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Pulley v Harris.txt"
"5655","SupremeCourtCorpusFinalEncoded","StevensCleaned","1982","Pullman-Standard, Div. of Pullman v Swint.txt"
"5656","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Purcell v. Gonzalez.txt"
"5657","SupremeCourtCorpusFinalEncoded","StevensCleaned","1977","Puyallup Tribe Inc. v Department of Game.txt"
"5658","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Quality King Distributors v L'Anza Research International.txt"
"5659","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Quill Corporation v North Dakota.txt"
"5660","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"R.A.V. v St. Paul.txt"
"5661","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","R.I. v Innis.txt"
"5662","SupremeCourtCorpusFinalEncoded","StevensCleaned","1989","Radzanower v Touche Ross & Co..txt"
"5663","SupremeCourtCorpusFinalEncoded","StevensCleaned","1980","Railway Labor Executives' Asso. v Gibbons.txt"
"5664","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Raines v Byrd.txt"
"5665","SupremeCourtCorpusFinalEncoded","StevensCleaned","1981","Ralston v Robinson.txt"
"5666","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Ramdass v Angelone.txt"
"5667","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Randall v. Sorrell.txt"
"5668","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Rapanos v US.txt"
"5669","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Rasul v Bush.txt"
"5670","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Ray v Atlantic Richfield Co..txt"
"5671","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Raygor v Regents of the University of Minnesota.txt"
"5672","SupremeCourtCorpusFinalEncoded","StevensCleaned","1986","Reed v Campbell.txt"
"5673","SupremeCourtCorpusFinalEncoded","StevensCleaned","1984","Regan v Time, Inc..txt"
"5674","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Regents of The University of California v Doe.txt"
"5675","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Regents of the University of Michigan v Ewing.txt"
"5676","SupremeCourtCorpusFinalEncoded","StevensCleaned","1978","Regents of Univ. of Cal. v Bakke.txt"
"5677","SupremeCourtCorpusFinalEncoded","StevensCleaned","1988","Regents of Univ. of Cal. v Public Employment Relations Bd..txt"
"5678","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reis v New York State Housing Finance.txt"
"5679","SupremeCourtCorpusFinalEncoded","StevensCleaned","1985","Renaissance Arcade & Bookstore v County of Cook.txt"
"5680","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Renico v. Lett.txt"
"5681","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Renne v Geary.txt"
"5682","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reno v ACLU.txt"
"5683","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reno v American-Arab Anti-Discrimination Committee.txt"
"5684","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reno v Bossier Parish School Board (2).txt"
"5685","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reno v Bossier Parish School Board.txt"
"5686","SupremeCourtCorpusFinalEncoded","StevensCleaned",NA,"Reno v Catholic Social Services.txt"
